frame,time_s,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
40,0.667480,0.604523,0.477352,0.179030,0.999944,0.598927,0.471491,0.165120,0.999940,0.595486,0.471173,0.165028,0.999930,0.592355,0.470951,0.165031,0.999944,0.605471,0.472168,0.133833,0.999945,0.606581,0.472330,0.133739,0.999931,0.607770,0.472608,0.133738,0.999937,0.585669,0.473593,0.123900,0.999931,0.603224,0.475984,-0.015370,0.999931,0.594576,0.483327,0.170786,0.999911,0.603863,0.483773,0.130205,0.999915,0.534109,0.507502,0.184105,0.999907,0.608875,0.508718,-0.178406,0.999993,0.525414,0.553000,0.285483,0.537275,0.619025,0.559487,-0.181813,0.979218,0.589275,0.591718,0.333943,0.370947,0.634335,0.603218,-0.041227,0.818090,0.602570,0.605668,0.365333,0.326587,0.639148,0.612744,-0.053266,0.743204,0.617867,0.605282,0.330196,0.333029,0.639592,0.611812,-0.041302,0.731298,0.611737,0.600694,0.320654,0.324149,0.638146,0.608756,-0.032987,0.665935,0.479853,0.597939,0.135236,0.999973,0.503157,0.599953,-0.134798,0.999996,0.534676,0.654381,0.238769,0.578615,0.533102,0.680423,-0.082174,0.991241,0.571463,0.723511,0.338928,0.760322,0.495392,0.760258,-0.075933,0.991953,0.567167,0.729181,0.346520,0.864485,0.477636,0.772648,-0.076442,0.986384,0.625804,0.729250,0.343553,0.718748,0.548820,0.785163,-0.144903,0.976195
41,0.684167,0.604393,0.476571,0.163820,0.999946,0.598743,0.470702,0.151374,0.999942,0.595466,0.470389,0.151288,0.999932,0.592457,0.470199,0.151290,0.999945,0.604621,0.471383,0.119959,0.999946,0.605506,0.471541,0.119869,0.999933,0.606487,0.471811,0.119868,0.999939,0.585004,0.473143,0.115458,0.999933,0.601475,0.475228,-0.023909,0.999934,0.594956,0.482895,0.157404,0.999915,0.603592,0.483269,0.116723,0.999919,0.534813,0.507305,0.179753,0.999907,0.606038,0.508356,-0.184213,0.999993,0.526170,0.552871,0.275391,0.541185,0.615020,0.559437,-0.192904,0.980307,0.588797,0.591747,0.308366,0.370900,0.632786,0.603688,-0.067106,0.822430,0.604238,0.606205,0.335414,0.326103,0.637824,0.612993,-0.082920,0.747503,0.618140,0.605041,0.299374,0.332768,0.638065,0.612331,-0.070319,0.735695,0.612350,0.601501,0.293986,0.324174,0.636551,0.609520,-0.059251,0.670680,0.480204,0.598070,0.135154,0.999974,0.501332,0.599963,-0.134710,0.999996,0.534708,0.654688,0.238160,0.589587,0.531823,0.680470,-0.081215,0.991810,0.571795,0.723644,0.335683,0.766832,0.496108,0.760506,-0.069037,0.992354,0.567405,0.729648,0.342556,0.867922,0.478305,0.772951,-0.069211,0.987007,0.626110,0.729327,0.336344,0.722779,0.549180,0.785322,-0.137939,0.976725
42,0.700854,0.604862,0.476146,0.162432,0.999947,0.599152,0.470092,0.151326,0.999943,0.595945,0.469782,0.151238,0.999935,0.592968,0.469628,0.151235,0.999947,0.604568,0.470759,0.117548,0.999948,0.605189,0.470899,0.117451,0.999935,0.605868,0.471150,0.117451,0.999941,0.584656,0.472830,0.119727,0.999935,0.599738,0.474539,-0.028308,0.999936,0.595523,0.482857,0.158330,0.999918,0.603871,0.483157,0.114615,0.999923,0.535211,0.507194,0.181132,0.999909,0.601642,0.507592,-0.191462,0.999993,0.526841,0.552767,0.286532,0.546546,0.613084,0.559349,-0.201526,0.981358,0.589290,0.592558,0.315993,0.373528,0.632468,0.603252,-0.068249,0.827090,0.604535,0.606641,0.344466,0.328145,0.637252,0.612779,-0.083783,0.752879,0.618052,0.604899,0.306530,0.335118,0.637011,0.612267,-0.070268,0.741292,0.613044,0.602151,0.300601,0.326645,0.635958,0.609230,-0.059690,0.676459,0.480444,0.598138,0.138468,0.999974,0.501381,0.600009,-0.138001,0.999996,0.534674,0.655053,0.238350,0.600890,0.531695,0.680559,-0.089938,0.992410,0.571874,0.723551,0.339344,0.773608,0.496470,0.760708,-0.069956,0.992868,0.567372,0.729709,0.346582,0.871981,0.478632,0.773053,-0.069397,0.987834,0.626429,0.729333,0.339419,0.727695,0.550373,0.785270,-0.143867,0.977853
43,0.717541,0.605126,0.475059,0.134513,0.999949,0.599264,0.468974,0.126080,0.999945,0.596126,0.468684,0.125993,0.999937,0.593187,0.468568,0.125969,0.999949,0.604243,0.469584,0.091912,0.999949,0.604651,0.469699,0.091821,0.999937,0.605095,0.469920,0.091820,0.999943,0.584116,0.471986,0.105484,0.999937,0.598283,0.473323,-0.045960,0.999938,0.595986,0.482122,0.133527,0.999922,0.603941,0.482268,0.089208,0.999927,0.535644,0.507114,0.179445,0.999910,0.598672,0.506995,-0.204519,0.999993,0.527190,0.552672,0.273188,0.552585,0.611673,0.559290,-0.222107,0.981863,0.590106,0.592890,0.278010,0.384581,0.630366,0.603338,-0.106101,0.831137,0.605856,0.607102,0.300377,0.338770,0.635812,0.613305,-0.125281,0.757600,0.617679,0.606086,0.263909,0.346163,0.635954,0.612468,-0.112359,0.746210,0.613606,0.603650,0.262386,0.336985,0.634448,0.609637,-0.097977,0.681680,0.480641,0.598406,0.139365,0.999975,0.500208,0.600226,-0.138895,0.999996,0.536285,0.655013,0.249997,0.606396,0.531376,0.680588,-0.099441,0.992785,0.573181,0.723503,0.377338,0.777001,0.496434,0.760619,-0.073539,0.993141,0.568600,0.729678,0.387205,0.873808,0.478593,0.773015,-0.073168,0.988069,0.627815,0.729341,0.379192,0.732578,0.548387,0.786555,-0.147455,0.978367
44,0.734228,0.605438,0.474208,0.131911,0.999950,0.599702,0.468282,0.124578,0.999946,0.596577,0.467971,0.124499,0.999938,0.593625,0.467844,0.124471,0.999949,0.604393,0.468844,0.090555,0.999950,0.604627,0.468925,0.090458,0.999937,0.604853,0.469107,0.090462,0.999943,0.583955,0.471243,0.105775,0.999938,0.597456,0.472176,-0.045384,0.999938,0.596234,0.481440,0.131296,0.999924,0.604068,0.481385,0.087076,0.999929,0.535963,0.506532,0.181030,0.999911,0.595978,0.506059,-0.201379,0.999992,0.527701,0.552459,0.270982,0.553368,0.609220,0.559179,-0.219273,0.982221,0.590386,0.593147,0.272714,0.391936,0.628670,0.603237,-0.107482,0.835849,0.606217,0.607167,0.294123,0.346521,0.635405,0.613056,-0.126458,0.763273,0.617319,0.606450,0.257483,0.354217,0.635423,0.612344,-0.113058,0.752068,0.611191,0.603463,0.256909,0.344446,0.633326,0.609539,-0.099146,0.688135,0.480858,0.598271,0.138935,0.999974,0.499677,0.600215,-0.138476,0.999996,0.536552,0.655063,0.246859,0.611652,0.529590,0.680543,-0.105278,0.992953,0.573161,0.723291,0.367362,0.780779,0.496402,0.760597,-0.075987,0.993249,0.568587,0.729667,0.376398,0.875560,0.478909,0.772939,-0.075794,0.988015,0.627746,0.730031,0.366208,0.739228,0.548446,0.786735,-0.149708,0.978604
45,0.750915,0.605347,0.472892,0.110205,0.999948,0.599611,0.467128,0.106870,0.999944,0.596607,0.466871,0.106805,0.999935,0.593739,0.466807,0.106776,0.999947,0.603642,0.467551,0.071266,0.999947,0.603624,0.467602,0.071161,0.999934,0.603604,0.467759,0.071156,0.999940,0.583358,0.470330,0.101025,0.999933,0.595685,0.470957,-0.056509,0.999936,0.596523,0.480394,0.113950,0.999923,0.603631,0.480118,0.067740,0.999928,0.536192,0.506292,0.182439,0.999910,0.592620,0.505671,-0.210578,0.999992,0.528671,0.552392,0.259598,0.556543,0.605549,0.559084,-0.243565,0.982708,0.590635,0.594367,0.236417,0.406716,0.625886,0.603301,-0.155298,0.843036,0.606822,0.608102,0.252333,0.361367,0.632457,0.613848,-0.181363,0.771977,0.616879,0.606744,0.215127,0.369301,0.633339,0.612829,-0.165122,0.761004,0.609651,0.603497,0.219250,0.358259,0.631397,0.609820,-0.146698,0.698109,0.482308,0.598751,0.140165,0.999973,0.499055,0.600310,-0.139701,0.999995,0.538479,0.661220,0.244912,0.614334,0.529736,0.680598,-0.108913,0.993015,0.573034,0.723257,0.366617,0.784335,0.496502,0.760520,-0.070038,0.993232,0.568372,0.730109,0.375483,0.876465,0.479156,0.772888,-0.068689,0.987674,0.627377,0.731327,0.358653,0.747172,0.549405,0.787225,-0.148749,0.978804
46,0.767602,0.605554,0.471105,0.102352,0.999947,0.599851,0.465733,0.099361,0.999942,0.596880,0.465529,0.099290,0.999932,0.594012,0.465514,0.099257,0.999945,0.603595,0.466083,0.063506,0.999945,0.603436,0.466137,0.063399,0.999931,0.603245,0.466302,0.063396,0.999938,0.582992,0.469156,0.096288,0.999929,0.594700,0.469536,-0.063103,0.999933,0.596649,0.478784,0.106958,0.999921,0.603701,0.478475,0.060385,0.999927,0.536473,0.505619,0.181409,0.999908,0.590148,0.505042,-0.215185,0.999992,0.529242,0.551978,0.256601,0.553287,0.604371,0.559007,-0.249712,0.983188,0.591026,0.595523,0.235799,0.413387,0.624974,0.603738,-0.165598,0.850191,0.607508,0.608996,0.251592,0.368240,0.632030,0.614441,-0.193097,0.780796,0.616361,0.607109,0.213960,0.376349,0.632349,0.613719,-0.177451,0.770101,0.608536,0.603724,0.218546,0.364763,0.629958,0.610470,-0.157443,0.708378,0.482353,0.598628,0.140018,0.999972,0.498743,0.600272,-0.139552,0.999995,0.538517,0.660897,0.244583,0.608552,0.529921,0.680547,-0.108243,0.992852,0.574158,0.723215,0.380651,0.778968,0.496600,0.760755,-0.061368,0.993027,0.569742,0.730138,0.390975,0.873074,0.479331,0.773463,-0.059235,0.987093,0.627129,0.731300,0.372378,0.748052,0.551707,0.782662,-0.141664,0.978641
47,0.784289,0.605745,0.468833,0.012764,0.999936,0.600092,0.463884,0.019548,0.999927,0.597078,0.463775,0.019470,0.999914,0.594112,0.463839,0.019409,0.999933,0.603586,0.464134,-0.020874,0.999930,0.603237,0.464217,-0.020988,0.999913,0.602812,0.464400,-0.021005,0.999924,0.583145,0.467722,0.055593,0.999901,0.593319,0.467871,-0.123267,0.999915,0.597018,0.476815,0.031395,0.999901,0.603832,0.476474,-0.021033,0.999912,0.540029,0.505206,0.174950,0.999894,0.585906,0.503657,-0.262447,0.999989,0.542048,0.551601,0.226065,0.528096,0.601016,0.558374,-0.307369,0.982684,0.598872,0.596075,0.148853,0.410981,0.623208,0.603692,-0.240106,0.857954,0.608054,0.609339,0.152153,0.368209,0.629384,0.615279,-0.279322,0.791569,0.615686,0.607330,0.109330,0.376524,0.630613,0.614257,-0.260613,0.781245,0.609268,0.604396,0.126406,0.365188,0.627945,0.610785,-0.231657,0.721618,0.484355,0.598692,0.141803,0.999964,0.498265,0.600220,-0.141327,0.999993,0.539092,0.663483,0.225215,0.589981,0.530038,0.680711,-0.107244,0.991040,0.574069,0.723958,0.369895,0.767895,0.497823,0.760729,-0.019614,0.991809,0.568896,0.733194,0.378935,0.860347,0.480874,0.773488,-0.016392,0.983810,0.627598,0.732003,0.334816,0.751547,0.554928,0.785810,-0.114703,0.978132
48,0.800976,0.605858,0.467167,-0.013415,0.999930,0.600232,0.462356,-0.005519,0.999918,0.597269,0.462276,-0.005602,0.999902,0.594285,0.462369,-0.005662,0.999925,0.603242,0.462606,-0.046363,0.999921,0.602674,0.462705,-0.046477,0.999900,0.602000,0.462896,-0.046506,0.999916,0.582982,0.466395,0.037936,0.999882,0.591651,0.466509,-0.143202,0.999902,0.597222,0.475029,0.007845,0.999887,0.603800,0.474779,-0.045170,0.999900,0.542015,0.504760,0.163677,0.999879,0.582494,0.502750,-0.274887,0.999986,0.546645,0.551309,0.210639,0.501401,0.599896,0.557876,-0.317850,0.982621,0.601230,0.596855,0.131075,0.403017,0.623085,0.603725,-0.255150,0.866372,0.608480,0.609468,0.133370,0.362855,0.629782,0.615171,-0.297011,0.803056,0.614038,0.608431,0.089472,0.371189,0.630289,0.614402,-0.279069,0.793155,0.609827,0.604631,0.108241,0.360767,0.627391,0.610952,-0.247564,0.735918,0.486494,0.598810,0.141497,0.999958,0.497593,0.600207,-0.141019,0.999990,0.539126,0.663626,0.218204,0.573198,0.529286,0.680697,-0.105458,0.989205,0.574147,0.724524,0.363956,0.757375,0.498068,0.760702,-0.002358,0.990491,0.568720,0.735287,0.372520,0.847184,0.481853,0.773966,0.001769,0.980316,0.630437,0.731998,0.317551,0.754605,0.556186,0.786820,-0.097815,0.977462
49,0.817663,0.605100,0.466297,0.031401,0.999926,0.599254,0.461402,0.033766,0.999913,0.596481,0.461297,0.033678,0.999896,0.593662,0.461364,0.033621,0.999921,0.601745,0.461715,-0.004236,0.999916,0.601083,0.461839,-0.004353,0.999893,0.600366,0.462052,-0.004374,0.999910,0.581346,0.465238,0.053729,0.999873,0.590181,0.465595,-0.115633,0.999896,0.597249,0.473974,0.044104,0.999879,0.602800,0.473849,-0.005327,0.999894,0.541098,0.503642,0.163756,0.999872,0.581721,0.502410,-0.253026,0.999985,0.545781,0.550525,0.216695,0.483463,0.599873,0.557512,-0.284455,0.982343,0.598417,0.596476,0.155403,0.399249,0.622482,0.603604,-0.202856,0.871765,0.600282,0.609033,0.162500,0.361130,0.628407,0.615633,-0.236202,0.810055,0.612610,0.608808,0.120470,0.369702,0.629522,0.614563,-0.219349,0.800336,0.605896,0.604610,0.134386,0.359635,0.626633,0.611051,-0.194660,0.744430,0.486567,0.598739,0.141199,0.999954,0.498054,0.600196,-0.140704,0.999990,0.539149,0.663992,0.219179,0.560524,0.529197,0.680653,-0.094790,0.988168,0.576122,0.724501,0.360202,0.749313,0.498021,0.760875,-0.003940,0.989630,0.571486,0.734841,0.368590,0.838306,0.481819,0.774108,-0.000403,0.978395,0.634909,0.731645,0.318716,0.756349,0.555767,0.786982,-0.093376,0.976887
50,0.834350,0.605140,0.463918,-0.054712,0.999923,0.599328,0.459494,-0.045229,0.999908,0.596642,0.459551,-0.045329,0.999889,0.593850,0.459708,-0.045400,0.999917,0.601438,0.459773,-0.086386,0.999911,0.600626,0.460014,-0.086490,0.999886,0.599747,0.460284,-0.086532,0.999906,0.581378,0.463384,0.009313,0.999861,0.589191,0.463763,-0.172512,0.999888,0.597317,0.471245,-0.029008,0.999870,0.602771,0.471320,-0.082341,0.999886,0.542397,0.502614,0.142155,0.999852,0.579104,0.501758,-0.293630,0.999980,0.550070,0.550514,0.191693,0.458376,0.599055,0.556725,-0.323667,0.982036,0.599985,0.596432,0.109618,0.388107,0.621460,0.603484,-0.251395,0.878016,0.600895,0.608902,0.110407,0.352258,0.627379,0.615567,-0.294059,0.818781,0.612049,0.608926,0.065393,0.360852,0.628471,0.614341,-0.277484,0.809430,0.606780,0.604986,0.086232,0.352159,0.625793,0.610895,-0.244171,0.755430,0.489272,0.598672,0.140954,0.999945,0.497653,0.600168,-0.140459,0.999986,0.540718,0.663615,0.219443,0.545465,0.528434,0.680623,-0.087554,0.986642,0.577724,0.724738,0.368631,0.738766,0.497983,0.760833,0.023498,0.988361,0.572586,0.735252,0.378489,0.824021,0.481868,0.774042,0.028827,0.974445,0.635296,0.732397,0.321025,0.756892,0.555463,0.783174,-0.072047,0.975978
51,0.851037,0.603700,0.462580,-0.019773,0.999920,0.597489,0.458210,-0.013479,0.999904,0.595106,0.458273,-0.013576,0.999884,0.592607,0.458478,-0.013644,0.999914,0.599045,0.458509,-0.052416,0.999907,0.598155,0.458769,-0.052515,0.999881,0.597228,0.459095,-0.052543,0.999903,0.579579,0.462452,0.025126,0.999855,0.586874,0.462859,-0.147352,0.999883,0.596926,0.470246,-0.000111,0.999863,0.601180,0.470313,-0.050652,0.999879,0.542338,0.502098,0.145998,0.999838,0.577872,0.501368,-0.271958,0.999977,0.549321,0.550192,0.195888,0.439873,0.600240,0.556426,-0.292812,0.981453,0.597634,0.596380,0.122775,0.380352,0.621575,0.603411,-0.205109,0.882143,0.601145,0.608676,0.126654,0.346323,0.627617,0.615435,-0.240687,0.824586,0.611964,0.608675,0.082764,0.355030,0.628720,0.614141,-0.224257,0.815432,0.607436,0.604842,0.100384,0.347430,0.625784,0.610709,-0.197204,0.762839,0.489479,0.598505,0.139688,0.999938,0.498003,0.600149,-0.139182,0.999984,0.540688,0.663670,0.204279,0.538328,0.528385,0.680370,-0.081670,0.985474,0.579015,0.725753,0.338578,0.735525,0.497983,0.760813,0.015923,0.987361,0.573295,0.737227,0.346709,0.815447,0.482061,0.774023,0.020020,0.971612,0.636403,0.732855,0.283217,0.760569,0.555391,0.780012,-0.076429,0.975174
52,0.867724,0.602625,0.461334,-0.012764,0.999918,0.596335,0.457065,-0.005526,0.999901,0.594114,0.457135,-0.005620,0.999880,0.591741,0.457372,-0.005688,0.999911,0.597572,0.457332,-0.046601,0.999904,0.596606,0.457599,-0.046711,0.999877,0.595589,0.457938,-0.046746,0.999900,0.578247,0.461432,0.034161,0.999848,0.585151,0.461695,-0.147020,0.999881,0.596657,0.468759,0.007633,0.999856,0.600101,0.468882,-0.045729,0.999876,0.540852,0.501443,0.153573,0.999828,0.575717,0.500958,-0.275602,0.999975,0.548354,0.550041,0.210221,0.418996,0.600328,0.555918,-0.293353,0.980809,0.593221,0.595704,0.142648,0.369278,0.622318,0.603329,-0.196800,0.885142,0.597473,0.606248,0.148602,0.337653,0.628286,0.615488,-0.233269,0.829158,0.611890,0.608628,0.103129,0.346473,0.629281,0.614170,-0.215544,0.820155,0.607821,0.604846,0.119667,0.339805,0.626399,0.610676,-0.188162,0.768495,0.489408,0.598469,0.140102,0.999934,0.497905,0.600150,-0.139585,0.999982,0.540724,0.662997,0.207789,0.529420,0.528508,0.680252,-0.082871,0.984307,0.583800,0.726716,0.343154,0.732276,0.498227,0.760879,0.005725,0.986507,0.573519,0.739295,0.351256,0.808657,0.482899,0.773999,0.009462,0.969187,0.636002,0.734239,0.296120,0.763899,0.562822,0.780350,-0.087771,0.974644
53,0.884411,0.601010,0.460025,-0.025721,0.999917,0.594738,0.455864,-0.017676,0.999899,0.592690,0.455927,-0.017766,0.999877,0.590456,0.456169,-0.017832,0.999910,0.595615,0.456067,-0.057414,0.999902,0.594549,0.456280,-0.057514,0.999875,0.593419,0.456585,-0.057531,0.999899,0.576459,0.460417,0.026962,0.999843,0.582695,0.460432,-0.149226,0.999877,0.595784,0.467612,-0.004071,0.999853,0.598267,0.467687,-0.055668,0.999872,0.540899,0.501100,0.150149,0.999818,0.572728,0.499777,-0.275468,0.999973,0.548023,0.549393,0.203273,0.406134,0.598612,0.555083,-0.305900,0.980741,0.589910,0.595456,0.131823,0.366465,0.622913,0.603281,-0.232593,0.889781,0.595183,0.605408,0.134420,0.335526,0.628735,0.615304,-0.272902,0.835541,0.612055,0.608500,0.090770,0.344378,0.629760,0.614216,-0.256690,0.826826,0.605866,0.604647,0.109452,0.338270,0.626973,0.610639,-0.225337,0.776608,0.490618,0.598458,0.139984,0.999930,0.497813,0.600129,-0.139474,0.999981,0.542661,0.660863,0.209186,0.521305,0.528609,0.680261,-0.083430,0.983805,0.584827,0.726526,0.347623,0.727362,0.498264,0.760994,0.000770,0.986170,0.576704,0.738364,0.356450,0.800602,0.482849,0.774025,0.004553,0.967756,0.641878,0.734090,0.303095,0.766408,0.561685,0.779451,-0.094592,0.974722
54,0.901098,0.598612,0.458586,-0.059045,0.999921,0.592379,0.454513,-0.048144,0.999902,0.590467,0.454625,-0.048224,0.999881,0.588404,0.454892,-0.048269,0.999913,0.593072,0.454689,-0.090434,0.999905,0.591978,0.454925,-0.090542,0.999879,0.590841,0.455245,-0.090565,0.999902,0.574589,0.459234,0.009047,0.999846,0.580195,0.459202,-0.177702,0.999880,0.594009,0.466316,-0.032985,0.999857,0.595766,0.466347,-0.087732,0.999876,0.540902,0.500863,0.144787,0.999816,0.570036,0.499082,-0.304664,0.999973,0.556347,0.549332,0.198962,0.392619,0.597639,0.554494,-0.358100,0.981564,0.599928,0.595317,0.122099,0.364025,0.623244,0.603209,-0.313047,0.896995,0.601343,0.605452,0.122697,0.333573,0.629192,0.615610,-0.362071,0.845351,0.612260,0.608372,0.076916,0.342401,0.630849,0.614419,-0.343370,0.837022,0.607373,0.604588,0.098292,0.336666,0.627677,0.610806,-0.306013,0.788924,0.492554,0.598404,0.140922,0.999929,0.497988,0.600109,-0.140372,0.999981,0.546721,0.658758,0.211587,0.515930,0.528965,0.680127,-0.084433,0.983651,0.590719,0.726389,0.364039,0.725526,0.498523,0.761011,0.015932,0.986115,0.581377,0.737740,0.373508,0.794794,0.483326,0.774017,0.020750,0.966745,0.645272,0.733360,0.305188,0.771006,0.560939,0.778695,-0.083482,0.975179
55,0.917785,0.597066,0.457603,-0.095920,0.999923,0.590976,0.453402,-0.081499,0.999904,0.589154,0.453555,-0.081584,0.999882,0.587148,0.453874,-0.081639,0.999915,0.591465,0.453580,-0.125685,0.999908,0.590298,0.453845,-0.125802,0.999882,0.589053,0.454196,-0.125838,0.999906,0.573045,0.458247,-0.007181,0.999846,0.577986,0.458261,-0.202062,0.999882,0.592991,0.465437,-0.063328,0.999859,0.594361,0.465503,-0.120518,0.999878,0.542218,0.500518,0.138083,0.999803,0.567238,0.498534,-0.321774,0.999971,0.567825,0.549343,0.198138,0.364955,0.597634,0.553426,-0.367028,0.981833,0.615416,0.595275,0.125356,0.344146,0.624398,0.603052,-0.314005,0.902287,0.619910,0.605605,0.125764,0.316512,0.630105,0.615476,-0.363298,0.852682,0.621293,0.608319,0.078402,0.325136,0.631594,0.614562,-0.346935,0.844656,0.618400,0.604430,0.100695,0.320949,0.629125,0.610743,-0.307920,0.798285,0.495101,0.598328,0.140861,0.999923,0.498132,0.600080,-0.140304,0.999979,0.551756,0.657508,0.213194,0.505194,0.528906,0.679807,-0.081247,0.983141,0.590224,0.726339,0.372744,0.715621,0.498635,0.760991,0.032887,0.985671,0.583389,0.737271,0.383093,0.782503,0.484128,0.773992,0.038494,0.964883,0.647617,0.732042,0.308805,0.769527,0.560483,0.779515,-0.065987,0.975044
56,0.934472,0.594422,0.456484,-0.098828,0.999923,0.588101,0.452204,-0.083679,0.999902,0.586338,0.452352,-0.083758,0.999879,0.584441,0.452693,-0.083812,0.999913,0.588555,0.452450,-0.129332,0.999906,0.587389,0.452749,-0.129458,0.999880,0.586163,0.453149,-0.129504,0.999905,0.570894,0.457119,-0.007667,0.999836,0.575321,0.457280,-0.209032,0.999879,0.590976,0.464429,-0.065559,0.999856,0.592149,0.464560,-0.124562,0.999876,0.542829,0.500337,0.140488,0.999788,0.564410,0.497905,-0.334814,0.999966,0.573664,0.548941,0.199173,0.340706,0.597893,0.549954,-0.389148,0.981692,0.624920,0.594577,0.115617,0.328909,0.627992,0.601200,-0.340115,0.905950,0.630480,0.603048,0.114470,0.304139,0.632587,0.613974,-0.392822,0.857798,0.633520,0.604568,0.065773,0.312725,0.634230,0.613666,-0.376336,0.849918,0.630047,0.602567,0.089710,0.309669,0.633333,0.608466,-0.334225,0.804413,0.498603,0.598305,0.142891,0.999917,0.498319,0.600006,-0.142272,0.999977,0.555147,0.657725,0.214385,0.504836,0.528959,0.679601,-0.085890,0.983120,0.589939,0.727182,0.379691,0.717875,0.498996,0.761027,0.023439,0.985681,0.584698,0.737786,0.389576,0.778355,0.484954,0.773968,0.028442,0.963381,0.646837,0.732168,0.310558,0.774237,0.559986,0.779153,-0.080247,0.975364
