frame,time_s,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
127,2.119248,0.533822,0.423151,0.435894,0.999225,0.527167,0.417853,0.407268,0.999231,0.524225,0.418067,0.407203,0.999179,0.520938,0.418553,0.407171,0.999211,0.536421,0.417044,0.430908,0.999192,0.539390,0.416739,0.430705,0.999097,0.542386,0.416309,0.430721,0.999099,0.519485,0.422424,0.282507,0.998823,0.547779,0.419045,0.383940,0.998929,0.531748,0.429107,0.391795,0.998161,0.541437,0.428336,0.422229,0.998096,0.516782,0.455446,0.159322,0.998691,0.602944,0.448075,0.353380,0.999530,0.494753,0.502729,0.082220,0.687489,0.629833,0.498783,0.416048,0.540704,0.447557,0.533442,0.116816,0.506664,0.565706,0.528213,0.507635,0.377029,0.429294,0.537063,0.111966,0.476463,0.557966,0.534776,0.528340,0.364201,0.428082,0.534723,0.121959,0.466346,0.550143,0.536153,0.515929,0.360033,0.436495,0.533992,0.126445,0.439470,0.551849,0.534158,0.504126,0.354187,0.607362,0.537086,-0.066773,0.999630,0.666812,0.525249,0.066148,0.999674,0.605262,0.606385,-0.008028,0.853912,0.735136,0.589792,0.112948,0.965832,0.619476,0.680760,-0.100055,0.893010,0.792455,0.651464,0.055088,0.974463,0.627859,0.692319,-0.108394,0.921709,0.807711,0.666476,0.047851,0.970420,0.595993,0.695338,-0.164702,0.728921,0.794413,0.670033,0.009486,0.862214
128,2.135935,0.534393,0.428959,0.417719,0.999286,0.527625,0.424008,0.388295,0.999294,0.524704,0.424270,0.388238,0.999248,0.521477,0.424815,0.388224,0.999276,0.536583,0.422888,0.416095,0.999253,0.539439,0.422390,0.415894,0.999165,0.542588,0.421874,0.415898,0.999168,0.519662,0.428210,0.261351,0.998918,0.548098,0.424308,0.380269,0.999017,0.532414,0.434672,0.371602,0.998310,0.541938,0.433515,0.407272,0.998251,0.517736,0.460167,0.113564,0.998821,0.602596,0.453836,0.365315,0.999555,0.491573,0.504037,0.027424,0.718244,0.623689,0.505390,0.420941,0.495263,0.436212,0.530883,0.051457,0.552503,0.554068,0.534992,0.486609,0.346731,0.418333,0.532746,0.040682,0.523021,0.545489,0.542094,0.506809,0.336142,0.416749,0.530856,0.055422,0.513124,0.538364,0.542823,0.490551,0.332222,0.424190,0.530503,0.062622,0.485612,0.540415,0.540017,0.480781,0.327685,0.609443,0.541178,-0.078650,0.999654,0.666956,0.528915,0.078100,0.999674,0.605310,0.616755,-0.025646,0.867330,0.736532,0.592327,0.118309,0.965160,0.619919,0.689269,-0.128372,0.902613,0.801300,0.649546,0.067357,0.974468,0.631553,0.700157,-0.138667,0.928418,0.813116,0.660532,0.061037,0.972131,0.591874,0.703803,-0.202952,0.748196,0.801043,0.667448,0.025523,0.863867
129,2.152622,0.534569,0.439526,0.370229,0.999333,0.527955,0.434285,0.344903,0.999343,0.524737,0.434330,0.344865,0.999303,0.522115,0.434519,0.344875,0.999328,0.536808,0.433271,0.365119,0.999293,0.539608,0.432935,0.364942,0.999210,0.542646,0.432286,0.364953,0.999216,0.522315,0.436693,0.229471,0.998985,0.548328,0.434128,0.341503,0.999076,0.533011,0.444731,0.337151,0.998433,0.542313,0.444012,0.360093,0.998372,0.520589,0.465484,0.060325,0.998937,0.602443,0.461925,0.342912,0.999584,0.488394,0.504555,-0.038924,0.746037,0.605751,0.509597,0.383864,0.459922,0.429365,0.528036,-0.035755,0.595707,0.536161,0.540474,0.396723,0.329057,0.412670,0.528834,-0.056417,0.568082,0.524116,0.546996,0.408810,0.320357,0.412166,0.526897,-0.037068,0.558772,0.522936,0.545276,0.390274,0.316575,0.418866,0.526953,-0.023965,0.532235,0.524445,0.542543,0.388577,0.313458,0.613518,0.547878,-0.081227,0.999681,0.665494,0.539229,0.080772,0.999683,0.605827,0.624906,-0.036277,0.879097,0.739142,0.594367,0.111851,0.964567,0.623064,0.695224,-0.106992,0.911168,0.807992,0.644392,0.092528,0.974497,0.636595,0.705754,-0.114906,0.934123,0.816602,0.653785,0.090411,0.973506,0.594778,0.707858,-0.181176,0.766322,0.807261,0.660660,0.054337,0.867506
130,2.169309,0.534651,0.447888,0.354121,0.999398,0.528708,0.443011,0.343416,0.999408,0.525699,0.443274,0.343317,0.999371,0.523297,0.443583,0.343324,0.999394,0.537505,0.441536,0.341379,0.999362,0.540395,0.440888,0.341203,0.999286,0.543411,0.440243,0.341216,0.999292,0.524086,0.445725,0.183961,0.999084,0.549430,0.441849,0.306681,0.999167,0.533142,0.453606,0.320936,0.998587,0.542521,0.452241,0.337360,0.998532,0.521476,0.473968,0.045615,0.999043,0.602195,0.468727,0.310098,0.999621,0.479918,0.506745,-0.043222,0.771301,0.589565,0.518331,0.346313,0.430677,0.421391,0.525723,-0.060545,0.635721,0.528652,0.542786,0.354096,0.321607,0.405760,0.525120,-0.082402,0.610519,0.515342,0.548322,0.364291,0.314623,0.406337,0.523160,-0.061656,0.602003,0.514648,0.546563,0.345828,0.310896,0.411904,0.523404,-0.049193,0.577509,0.514625,0.545744,0.346218,0.308799,0.613459,0.557658,-0.075228,0.999709,0.664890,0.547940,0.074839,0.999699,0.605902,0.632107,-0.006983,0.890365,0.739541,0.595588,0.127261,0.963686,0.626343,0.700509,-0.064728,0.919427,0.806192,0.633815,0.140541,0.974409,0.639450,0.710321,-0.071224,0.940048,0.816545,0.640160,0.143017,0.975086,0.598435,0.711323,-0.131511,0.786125,0.811085,0.647545,0.119939,0.872627
131,2.185996,0.534875,0.455204,0.298529,0.999457,0.528914,0.450097,0.269901,0.999466,0.526134,0.450352,0.269851,0.999433,0.523995,0.450644,0.269867,0.999453,0.537560,0.448751,0.306959,0.999423,0.540437,0.448126,0.306801,0.999355,0.543453,0.447587,0.306845,0.999361,0.525502,0.452467,0.135425,0.999174,0.549527,0.448970,0.293153,0.999249,0.533318,0.460561,0.255124,0.998726,0.542607,0.459759,0.308443,0.998676,0.525988,0.478442,-0.003313,0.999139,0.602078,0.476007,0.323505,0.999656,0.481549,0.505645,-0.117785,0.794115,0.577362,0.523922,0.378159,0.404164,0.418069,0.523088,-0.148847,0.671901,0.522180,0.546714,0.379206,0.318464,0.402174,0.523123,-0.177773,0.648983,0.511793,0.551690,0.392703,0.312995,0.401315,0.521121,-0.153217,0.641237,0.507876,0.549556,0.370744,0.309212,0.407142,0.520855,-0.136485,0.618770,0.510416,0.548651,0.369677,0.308077,0.613676,0.564172,-0.095531,0.999737,0.664137,0.556079,0.095172,0.999723,0.605346,0.637818,-0.047095,0.900791,0.736220,0.596526,0.162515,0.961557,0.630671,0.702950,-0.096920,0.927103,0.795983,0.632973,0.177757,0.974105,0.642195,0.711236,-0.101422,0.945628,0.807910,0.637579,0.180044,0.976523,0.600473,0.715843,-0.160425,0.805607,0.806910,0.637579,0.158401,0.878134
132,2.202683,0.535199,0.462511,0.301712,0.999509,0.529196,0.457046,0.271869,0.999518,0.526395,0.457414,0.271826,0.999489,0.524505,0.457702,0.271841,0.999507,0.537624,0.455759,0.307909,0.999479,0.540605,0.455036,0.307756,0.999418,0.543624,0.454521,0.307803,0.999423,0.526569,0.459490,0.139605,0.999255,0.549982,0.456073,0.301586,0.999323,0.533580,0.467313,0.259066,0.998850,0.542653,0.466533,0.308867,0.998805,0.528545,0.484594,0.003876,0.999225,0.601875,0.481812,0.331284,0.999688,0.476949,0.505921,-0.095099,0.814634,0.579754,0.526430,0.408911,0.372799,0.415559,0.520986,-0.107551,0.704405,0.523116,0.547366,0.446186,0.302265,0.397713,0.520583,-0.132660,0.683513,0.509685,0.552896,0.466727,0.299541,0.397837,0.518344,-0.110710,0.676452,0.506893,0.551839,0.443546,0.295966,0.403349,0.519818,-0.095676,0.655713,0.509434,0.550793,0.437274,0.296082,0.613775,0.570863,-0.095820,0.999762,0.664067,0.561917,0.095428,0.999743,0.605134,0.641873,-0.037036,0.910152,0.734011,0.599432,0.184429,0.959608,0.634318,0.704411,-0.083915,0.933959,0.792384,0.627322,0.190803,0.973797,0.648843,0.713586,-0.087699,0.950652,0.804216,0.631778,0.192045,0.977839,0.601398,0.716465,-0.139183,0.822705,0.800879,0.633670,0.177221,0.882306
133,2.219370,0.535387,0.465218,0.299211,0.999553,0.529526,0.460854,0.265028,0.999563,0.526750,0.461343,0.264971,0.999537,0.524691,0.462013,0.264961,0.999553,0.537927,0.459378,0.302741,0.999526,0.540899,0.458840,0.302612,0.999470,0.543874,0.458493,0.302648,0.999475,0.526753,0.464840,0.126524,0.999325,0.550195,0.460559,0.285086,0.999386,0.533759,0.471092,0.253083,0.998957,0.542893,0.469355,0.303905,0.998916,0.528482,0.490659,-0.000587,0.999302,0.601673,0.485676,0.297953,0.999709,0.469054,0.508196,-0.057446,0.832952,0.584716,0.526945,0.373965,0.344526,0.415587,0.520289,-0.026579,0.733070,0.520469,0.550908,0.423718,0.282798,0.399311,0.516977,-0.042107,0.713665,0.506488,0.556230,0.445418,0.282419,0.399102,0.514691,-0.027253,0.707110,0.503731,0.555177,0.421689,0.279163,0.404919,0.516750,-0.016168,0.687329,0.506371,0.554199,0.415017,0.280324,0.613735,0.577355,-0.087786,0.999783,0.664436,0.566977,0.087390,0.999752,0.604799,0.644680,-0.024901,0.918229,0.733764,0.606266,0.191458,0.954973,0.636603,0.705648,-0.083645,0.939719,0.787499,0.627948,0.190839,0.971262,0.652033,0.715210,-0.089135,0.954613,0.797681,0.633197,0.191243,0.977947,0.603954,0.717250,-0.140198,0.835970,0.796013,0.631690,0.182875,0.880342
134,2.236057,0.537601,0.468495,0.343224,0.999591,0.532300,0.464469,0.308735,0.999602,0.529627,0.464934,0.308684,0.999579,0.527349,0.465568,0.308675,0.999593,0.540650,0.462837,0.343685,0.999566,0.543475,0.462288,0.343521,0.999516,0.546240,0.461943,0.343531,0.999521,0.528380,0.469043,0.140863,0.999385,0.551900,0.464022,0.315816,0.999443,0.536145,0.474249,0.291808,0.999050,0.545704,0.472605,0.339140,0.999013,0.529001,0.494427,0.041392,0.999371,0.601819,0.490167,0.310913,0.999727,0.470877,0.509086,-0.006572,0.849429,0.589027,0.530685,0.368449,0.323967,0.414487,0.519967,0.022889,0.758911,0.526068,0.554414,0.412633,0.269480,0.399276,0.514056,0.009904,0.740801,0.518447,0.559659,0.431866,0.271123,0.400253,0.511986,0.024637,0.734680,0.510238,0.559396,0.409826,0.268052,0.405229,0.514537,0.033040,0.715677,0.511695,0.557117,0.404502,0.269732,0.613665,0.580113,-0.080066,0.999802,0.664267,0.570824,0.079649,0.999753,0.602023,0.646173,-0.020546,0.925568,0.723871,0.606921,0.200481,0.947988,0.636698,0.704694,-0.110043,0.944922,0.759253,0.618354,0.195669,0.965348,0.651156,0.714248,-0.118934,0.958142,0.777843,0.629261,0.195142,0.976606,0.603637,0.713608,-0.171402,0.847728,0.773093,0.628482,0.193199,0.871933
135,2.252744,0.539465,0.472446,0.368031,0.999625,0.534031,0.468484,0.334336,0.999638,0.531293,0.469003,0.334299,0.999617,0.528848,0.469709,0.334303,0.999629,0.542200,0.466820,0.366594,0.999603,0.544874,0.466248,0.366408,0.999558,0.547554,0.465877,0.366428,0.999563,0.528991,0.472666,0.173181,0.999439,0.552847,0.467466,0.333021,0.999494,0.537708,0.478304,0.316992,0.999134,0.547405,0.476475,0.360162,0.999102,0.529233,0.496807,0.057286,0.999433,0.601951,0.492133,0.323920,0.999743,0.471336,0.509732,-0.004351,0.864160,0.592291,0.534165,0.366320,0.302984,0.416025,0.519471,0.097381,0.781766,0.527229,0.558133,0.399194,0.254714,0.401780,0.512032,0.086714,0.764681,0.522574,0.564243,0.419029,0.258389,0.402325,0.509995,0.107455,0.758870,0.510747,0.562712,0.396194,0.255410,0.407318,0.512721,0.112135,0.740185,0.512672,0.561385,0.390644,0.257356,0.613532,0.581413,-0.082829,0.999819,0.663927,0.573346,0.082402,0.999752,0.598199,0.645995,-0.045632,0.932452,0.716529,0.609795,0.233974,0.940309,0.637285,0.705956,-0.164527,0.949953,0.756364,0.617793,0.235989,0.960466,0.651066,0.714413,-0.176220,0.961732,0.777722,0.629592,0.236238,0.976072,0.603223,0.714979,-0.235734,0.860011,0.770869,0.631020,0.241617,0.866294
136,2.269431,0.539815,0.473982,0.361367,0.999658,0.534290,0.470105,0.328960,0.999671,0.531538,0.470667,0.328919,0.999652,0.529045,0.471429,0.328913,0.999662,0.542410,0.468473,0.358312,0.999637,0.545042,0.467937,0.358135,0.999597,0.547685,0.467551,0.358157,0.999601,0.529032,0.474550,0.175391,0.999489,0.552848,0.469364,0.322339,0.999541,0.538063,0.480119,0.313369,0.999213,0.547607,0.478314,0.352326,0.999185,0.529220,0.499248,0.063506,0.999490,0.601929,0.494521,0.312886,0.999760,0.471340,0.510981,0.018427,0.877492,0.594258,0.536199,0.345637,0.285378,0.414704,0.518684,0.097744,0.802643,0.528495,0.560925,0.375715,0.242773,0.400432,0.511698,0.086804,0.786650,0.524561,0.565718,0.394122,0.248470,0.401097,0.509502,0.106692,0.781178,0.513667,0.565767,0.373457,0.245456,0.405931,0.512254,0.111656,0.763053,0.515058,0.564549,0.368233,0.247518,0.613005,0.581721,-0.083354,0.999835,0.663813,0.573779,0.082952,0.999753,0.596207,0.646605,-0.065726,0.938780,0.707501,0.612840,0.255117,0.934184,0.637551,0.705750,-0.184624,0.954610,0.756395,0.620887,0.268515,0.957455,0.651807,0.715153,-0.196342,0.965112,0.776424,0.630705,0.270077,0.976255,0.603483,0.714975,-0.256794,0.871733,0.770416,0.625793,0.276944,0.863619
137,2.286118,0.540006,0.474409,0.358639,0.999686,0.534538,0.470530,0.327638,0.999700,0.531815,0.471045,0.327589,0.999683,0.529316,0.471787,0.327589,0.999692,0.542511,0.468834,0.357638,0.999668,0.545091,0.468287,0.357488,0.999632,0.547697,0.467893,0.357505,0.999635,0.529134,0.474808,0.186510,0.999535,0.552799,0.469853,0.332825,0.999584,0.538387,0.480347,0.312810,0.999284,0.547743,0.478521,0.352354,0.999259,0.529977,0.499243,0.064335,0.999541,0.601826,0.495399,0.327291,0.999779,0.474139,0.511839,-0.003162,0.889637,0.595356,0.538948,0.347503,0.276236,0.416211,0.519105,0.015050,0.821857,0.529659,0.563899,0.362173,0.239969,0.402142,0.512906,-0.002505,0.806946,0.531526,0.568338,0.377918,0.246797,0.401893,0.510327,0.022289,0.801846,0.522454,0.569408,0.360295,0.243420,0.407524,0.513107,0.029412,0.784684,0.523183,0.568190,0.355809,0.245531,0.612985,0.582594,-0.082535,0.999851,0.663149,0.574651,0.082113,0.999770,0.595683,0.647411,-0.055672,0.944501,0.707899,0.621985,0.200711,0.934680,0.637759,0.705472,-0.137698,0.958711,0.767505,0.628081,0.186748,0.958518,0.652137,0.713370,-0.145240,0.968135,0.782618,0.634317,0.185793,0.977273,0.603543,0.714916,-0.194261,0.881502,0.778089,0.635306,0.173760,0.867408
138,2.302805,0.540940,0.474889,0.356372,0.999714,0.535601,0.470904,0.325602,0.999727,0.532965,0.471459,0.325551,0.999712,0.530346,0.472294,0.325555,0.999719,0.543169,0.469460,0.355197,0.999697,0.545647,0.468974,0.355043,0.999665,0.548103,0.468698,0.355047,0.999668,0.529772,0.475574,0.189186,0.999578,0.552898,0.470908,0.329483,0.999623,0.539169,0.480928,0.311092,0.999350,0.548166,0.479248,0.349953,0.999328,0.530175,0.499342,0.061718,0.999586,0.601746,0.496926,0.324182,0.999799,0.473348,0.512800,-0.003949,0.900595,0.597203,0.540897,0.349010,0.269211,0.415156,0.520474,0.014174,0.839235,0.536929,0.566862,0.362711,0.237518,0.400356,0.515307,-0.001937,0.825342,0.534403,0.573233,0.379243,0.245457,0.400061,0.512962,0.021772,0.820601,0.527106,0.573725,0.359673,0.241840,0.406029,0.515341,0.027797,0.804418,0.527655,0.571873,0.355348,0.244138,0.612971,0.582573,-0.081861,0.999865,0.662592,0.575296,0.081443,0.999788,0.595120,0.647245,-0.041561,0.949724,0.706874,0.626159,0.182089,0.935493,0.637857,0.704991,-0.111115,0.962457,0.767516,0.632010,0.159253,0.959815,0.651578,0.712353,-0.117175,0.970914,0.780357,0.637331,0.157676,0.978295,0.607382,0.715264,-0.161290,0.890814,0.777896,0.640311,0.142487,0.872291
139,2.319492,0.541270,0.475266,0.382833,0.999736,0.535998,0.471079,0.353532,0.999750,0.533369,0.471592,0.353478,0.999737,0.530660,0.472382,0.353504,0.999742,0.543432,0.469679,0.382910,0.999722,0.545889,0.469203,0.382740,0.999693,0.548292,0.468945,0.382725,0.999696,0.529934,0.475612,0.225361,0.999615,0.553019,0.471264,0.357612,0.999658,0.539302,0.480660,0.337525,0.999406,0.548239,0.479313,0.376055,0.999388,0.530042,0.498658,0.073332,0.999628,0.601595,0.496838,0.344675,0.999817,0.472662,0.514206,0.007108,0.910476,0.599901,0.542241,0.375179,0.266935,0.415188,0.524482,0.010359,0.854900,0.541173,0.569386,0.397150,0.238903,0.399345,0.520043,-0.006023,0.841910,0.536520,0.576633,0.415493,0.247170,0.399035,0.517440,0.017655,0.837494,0.530209,0.577378,0.396479,0.243085,0.405930,0.519740,0.023408,0.822249,0.530666,0.574724,0.390387,0.245363,0.612618,0.581152,-0.079404,0.999878,0.660159,0.574336,0.078974,0.999806,0.594701,0.647193,-0.041021,0.954411,0.704560,0.628034,0.166640,0.936038,0.638106,0.704356,-0.110076,0.965812,0.765813,0.634428,0.141062,0.960599,0.652284,0.711371,-0.115341,0.973432,0.779064,0.638877,0.134996,0.979036,0.624204,0.716410,-0.154331,0.898843,0.776086,0.643679,0.126292,0.875366
140,2.336179,0.541266,0.475012,0.373332,0.999759,0.536010,0.470569,0.344023,0.999771,0.533398,0.471039,0.343966,0.999760,0.530674,0.471778,0.343985,0.999765,0.543426,0.469190,0.372415,0.999746,0.545885,0.468726,0.372242,0.999720,0.548271,0.468464,0.372227,0.999723,0.529963,0.474895,0.220543,0.999650,0.552993,0.470678,0.347420,0.999691,0.539299,0.480323,0.329533,0.999459,0.548147,0.479186,0.366677,0.999443,0.529442,0.498405,0.074104,0.999665,0.601553,0.496334,0.340543,0.999832,0.470876,0.516021,-0.012473,0.919384,0.605273,0.545566,0.398499,0.257317,0.413877,0.528296,-0.029872,0.869060,0.545296,0.570298,0.451521,0.232497,0.396822,0.525282,-0.047334,0.856960,0.549069,0.577727,0.472868,0.241759,0.398112,0.523181,-0.025431,0.852863,0.539780,0.578854,0.454921,0.237534,0.404302,0.524513,-0.017797,0.838551,0.539437,0.577223,0.446187,0.240132,0.611725,0.580389,-0.079270,0.999889,0.658704,0.573490,0.078818,0.999820,0.594995,0.647763,-0.034160,0.958652,0.701398,0.629280,0.162222,0.937748,0.639695,0.704742,-0.103371,0.968897,0.765368,0.639228,0.135971,0.961810,0.654223,0.711659,-0.108681,0.975729,0.777792,0.639048,0.131557,0.979993,0.624639,0.720223,-0.150191,0.906315,0.773777,0.651038,0.117135,0.878798
141,2.352866,0.540937,0.474191,0.366656,0.999780,0.535889,0.469934,0.337047,0.999793,0.533305,0.470359,0.336990,0.999783,0.530546,0.471044,0.337004,0.999786,0.543226,0.468543,0.365503,0.999769,0.545722,0.467987,0.365325,0.999746,0.548087,0.467656,0.365317,0.999749,0.529913,0.473869,0.215329,0.999683,0.552943,0.469512,0.342676,0.999721,0.539006,0.479857,0.323474,0.999509,0.547667,0.478314,0.360649,0.999495,0.528431,0.497539,0.067339,0.999698,0.601484,0.494399,0.346006,0.999847,0.470472,0.517009,-0.031874,0.927405,0.606276,0.541228,0.419822,0.242796,0.414047,0.532389,-0.053362,0.881791,0.552458,0.572144,0.488740,0.222133,0.397254,0.530794,-0.072580,0.870500,0.556108,0.577440,0.511955,0.232792,0.397101,0.529022,-0.050697,0.866694,0.546484,0.578959,0.493580,0.228642,0.404357,0.530165,-0.041428,0.853198,0.546963,0.577510,0.483474,0.231458,0.609942,0.579548,-0.086114,0.999899,0.657440,0.572196,0.085649,0.999833,0.595616,0.646805,-0.032649,0.962485,0.696518,0.627920,0.167315,0.938788,0.640557,0.704967,-0.098373,0.971718,0.769958,0.642085,0.146657,0.962980,0.655622,0.712446,-0.102936,0.977882,0.781571,0.640700,0.143922,0.981032,0.625209,0.720559,-0.144773,0.913552,0.784036,0.658140,0.127571,0.882310
142,2.369553,0.540782,0.472205,0.344135,0.999799,0.535814,0.467907,0.310704,0.999811,0.533239,0.468313,0.310634,0.999802,0.530487,0.468848,0.310618,0.999805,0.543192,0.466550,0.342058,0.999789,0.545701,0.466044,0.341875,0.999768,0.548078,0.465722,0.341876,0.999771,0.529907,0.471886,0.183229,0.999712,0.552940,0.467544,0.323633,0.999747,0.538815,0.477952,0.299285,0.999553,0.547488,0.476273,0.340056,0.999541,0.527503,0.495768,0.042159,0.999728,0.601438,0.491905,0.321908,0.999854,0.470278,0.518598,-0.046251,0.934623,0.607236,0.537742,0.391783,0.227345,0.415915,0.536408,-0.051453,0.893193,0.577058,0.568586,0.461916,0.208714,0.397805,0.537107,-0.067061,0.882563,0.565986,0.572076,0.482166,0.220249,0.398018,0.535794,-0.049851,0.879005,0.564063,0.572653,0.466153,0.216413,0.404696,0.535990,-0.040604,0.866143,0.559605,0.572735,0.457362,0.219268,0.606797,0.578084,-0.083796,0.999905,0.656550,0.570507,0.083346,0.999830,0.596153,0.645117,-0.028064,0.965659,0.694107,0.627233,0.163971,0.938951,0.641268,0.704304,-0.079217,0.973963,0.772438,0.652194,0.157669,0.963088,0.657408,0.712475,-0.081277,0.979507,0.784633,0.653804,0.156738,0.981573,0.624634,0.718823,-0.122245,0.918539,0.781739,0.668729,0.138987,0.882534
143,2.386240,0.540742,0.470885,0.364727,0.999812,0.535749,0.466726,0.332085,0.999824,0.533172,0.467220,0.332004,0.999817,0.530413,0.467889,0.331960,0.999819,0.543157,0.465170,0.361324,0.999802,0.545672,0.464656,0.361128,0.999783,0.548055,0.464333,0.361145,0.999786,0.529822,0.470900,0.203092,0.999734,0.552922,0.466388,0.331977,0.999767,0.538755,0.476517,0.319882,0.999583,0.547441,0.474691,0.357716,0.999573,0.525589,0.494409,0.046322,0.999755,0.601411,0.490316,0.329562,0.999854,0.470892,0.519249,-0.023340,0.941058,0.608403,0.535642,0.395642,0.210581,0.417497,0.541469,-0.018974,0.902875,0.578106,0.565786,0.462655,0.193827,0.399399,0.544477,-0.032084,0.892332,0.573570,0.572260,0.480845,0.205929,0.398674,0.543569,-0.016209,0.888829,0.567020,0.572626,0.468132,0.202428,0.405406,0.542978,-0.008286,0.875801,0.566154,0.571641,0.458957,0.205239,0.602977,0.576736,-0.081556,0.999905,0.655281,0.568985,0.081071,0.999814,0.596539,0.643708,-0.025830,0.968235,0.687054,0.626141,0.159721,0.938444,0.640732,0.704086,-0.078724,0.975615,0.772001,0.662505,0.148416,0.962722,0.656331,0.712487,-0.081238,0.980633,0.782265,0.668361,0.147261,0.981852,0.614738,0.718430,-0.124914,0.920744,0.769529,0.677419,0.128709,0.880484
144,2.402927,0.540795,0.469102,0.364369,0.999814,0.535825,0.464889,0.331885,0.999831,0.533256,0.465412,0.331801,0.999826,0.530513,0.466104,0.331753,0.999826,0.543199,0.463278,0.359497,0.999806,0.545699,0.462755,0.359304,0.999788,0.548084,0.462407,0.359310,0.999789,0.529818,0.469257,0.202972,0.999749,0.552913,0.464583,0.325572,0.999781,0.538774,0.474767,0.319502,0.999596,0.547455,0.472917,0.355280,0.999587,0.523906,0.493348,0.053353,0.999777,0.601384,0.488618,0.318043,0.999828,0.471828,0.519494,-0.037446,0.946818,0.612147,0.532710,0.389289,0.195248,0.419400,0.544747,-0.047650,0.910884,0.594177,0.560354,0.485086,0.178999,0.401998,0.550383,-0.060641,0.899951,0.594483,0.565882,0.507219,0.191317,0.401245,0.549905,-0.047346,0.896370,0.585539,0.565955,0.496405,0.188095,0.408229,0.548163,-0.038230,0.882510,0.582202,0.564915,0.483112,0.190793,0.599328,0.575901,-0.079275,0.999900,0.653914,0.568093,0.078763,0.999779,0.596818,0.642809,-0.022001,0.970518,0.682027,0.625088,0.159348,0.938464,0.641024,0.703429,-0.078361,0.977131,0.760329,0.669576,0.145574,0.962727,0.655972,0.712013,-0.081200,0.981595,0.771485,0.677944,0.145526,0.982109,0.611750,0.717296,-0.129026,0.922623,0.752827,0.680570,0.120406,0.878829
